,file_number,text_content,txt_without_http,txt_after_translate,img,emotion
105,1949,"Nada de novo Tudo j foi visto muito por a Mas ainda to atual Adoro valentino shoes destroyed jeans de 
","nada de novo tudo j foi visto muito por a mas ainda to atual adoro valentino shoes destroyed jeans de 
",nothing new everything has been seen a lot around but still so current i love valentino shoes destroyed jeans by,/content/drive/MyDrive/lab5_data/data2/1949.jpg,null
106,2137,"Devoted to your sweetie Show your commitment with a New Mod or Manufactured Home ShareTheLove GoVillageHomescom 
","devoted to your sweetie show your commitment with a new mod or manufactured home sharethelove govillagehomescom 
",devoted to your sweetie show your commitment with a new mod or manufactured home sharethelove govillagehomescom,/content/drive/MyDrive/lab5_data/data2/2137.jpg,null
107,4500,"efa tale of melodiseebullient futureJapanese  e6 httptcoFnuwiZ9H5q
","efa tale of melodiseebullient futurejapanese  e6 
",efa tale of melodiseebullient futurejapanese  e6,/content/drive/MyDrive/lab5_data/data2/4500.jpg,null
108,2823,"CoParenting Guidelines for Estranged Couple  Iyanla Fix My Life    howto how 
","coparenting guidelines for estranged couple  iyanla fix my life    howto how 
",coparenting guidelines for estranged couple  iyanla fix my life    howto how,/content/drive/MyDrive/lab5_data/data2/2823.jpg,null
109,1021,"SPEECHLESS Deah  Yusor were just married in December ChapelHillShooting 
","speechless deah  yusor were just married in december chapelhillshooting 
",speechless deah  yusor were just married in december chapelhillshooting,/content/drive/MyDrive/lab5_data/data2/1021.jpg,null
110,3103,"For any other Imperfect Parents  want to forgive yourself and join my club 
","for any other imperfect parents  want to forgive yourself and join my club 
",for any other imperfect parents  want to forgive yourself and join my club,/content/drive/MyDrive/lab5_data/data2/3103.jpg,null
111,4981,"RT tanutinn Japan PM mocked on Internet over model explanation httptcoxudJ7DM4yr httptcoH1Pi371U9E
","rt tanutinn japan pm mocked on internet over model explanation  
",rt tanutinn japan pm mocked on internet over model explanation,/content/drive/MyDrive/lab5_data/data2/4981.jpg,null
112,3110,"RT pokellosexxy Life has taught me that a person with no self Respect is incapable of respecting Others 
","rt pokellosexxy life has taught me that a person with no self respect is incapable of respecting others 
",rt pokellosexxy life has taught me that a person with no self respect is incapable of respecting others,/content/drive/MyDrive/lab5_data/data2/3110.jpg,null
113,824,"RT laurentbaheux Cheetahs Eyes Namibia 2004  print 40x40cm from 180  contactlaurentbaheuxcom  Wild http 
","rt laurentbaheux cheetahs eyes namibia 2004  print 40x40cm from 180  contactlaurentbaheuxcom  wild  
",rt laurentbaheux cheetahs eyes namibia 2004  print 40x40cm from 180  contactlaurentbaheuxcom  wild,/content/drive/MyDrive/lab5_data/data2/824.jpg,null
114,1999,"Valentines isnt really about the fancy surprises its about cherishing the whole moment with your loved one 
","valentines isnt really about the fancy surprises its about cherishing the whole moment with your loved one 
",valentines isnt really about the fancy surprises its about cherishing the whole moment with your loved one,/content/drive/MyDrive/lab5_data/data2/1999.jpg,null
115,1769,"RT HorrifyingPage Found in an abandoned building 
","rt horrifyingpage found in an abandoned building 
",rt horrifyingpage found in an abandoned building,/content/drive/MyDrive/lab5_data/data2/1769.jpg,null
116,4038,"RT haaretzcom American Jews frustrated alienated by Israels religious government httptcoyLBMsrAjyd httptcoWw66FQMs46
","rt haaretzcom american jews frustrated alienated by israels religious government  
",rt haaretz com american jews frustrated alienated by israel's religious government,/content/drive/MyDrive/lab5_data/data2/4038.jpg,null
117,2499,"RT BadgerBalmUK Beat midweek blues  win Badger Cheerful Mind Balm RT  follow BadgerBalmsUK to enter UK only Closes 12072015 htt 
","rt badgerbalmuk beat midweek blues  win badger cheerful mind balm rt  follow badgerbalmsuk to enter uk only closes 12072015 htt 
",rt badgerbalmuk beat midweek blues  win badger cheerful mind balm rt  follow badgerbalmsuk to enter uk only closes 12072015 htt,/content/drive/MyDrive/lab5_data/data2/2499.jpg,null
118,4287,"RT fIowerhun i love how exo can be a double million seller but cant cut cake httptcomF3w3Z5oni
","rt fiowerhun i love how exo can be a double million seller but cant cut cake 
",rt fiowerhun i love how exo can be a double million seller but cant cut cake,/content/drive/MyDrive/lab5_data/data2/4287.jpg,null
119,4913,"RT DarthVadersBack Harry Potter dressed as Boba Fett your argument is invalid httptcoXee5LJPC1q
","rt darthvadersback harry potter dressed as boba fett your argument is invalid 
",rt darthvadersback harry potter dressed as boba fett your argument is invalid,/content/drive/MyDrive/lab5_data/data2/4913.jpg,null
120,3181,"With temperatures around 90 and the humidity the result is the heat index below Take it slow with the intense heat 
","with temperatures around 90 and the humidity the result is the heat index below take it slow with the intense heat 
",with temperatures around 90 and the humidity the result is the heat index below take it slow with the intense heat,/content/drive/MyDrive/lab5_data/data2/3181.jpg,null
121,4578,"CampInvention They are having SO MUCH FUN  I love how enthusiastic they are when I pick them up each day httptcojGeWRQFAy8
","campinvention they are having so much fun  i love how enthusiastic they are when i pick them up each day 
",campinvention they are having so much fun  i love how enthusiastic they are when i pick them up each day,/content/drive/MyDrive/lab5_data/data2/4578.jpg,null
122,1446,"RT Vanessa62114 Hey Chobani where are all the toppings I was so looking forward to having my favorite yogurt empty disappointed htt 
","rt vanessa62114 hey chobani where are all the toppings i was so looking forward to having my favorite yogurt empty disappointed htt 
",rt vanessa62114 hey chobani where are all the toppings i was so looking forward to having my favorite yogurt empty disappointed htt,/content/drive/MyDrive/lab5_data/data2/1446.jpg,null
123,1269,"honest image of a violent vengeful needy god  jesuischarlie image its all about perspective  intention 
","honest image of a violent vengeful needy god  jesuischarlie image its all about perspective  intention 
",honest image of a violent vengeful needy god  jesuischarlie image its all about perspective  intention,/content/drive/MyDrive/lab5_data/data2/1269.jpg,null
124,2803,"RT Trailmixnarry Hes like an energetic five year old I love him so much 
","rt trailmixnarry hes like an energetic five year old i love him so much 
",rt trailmixnarry hes like an energetic five year old i love him so much,/content/drive/MyDrive/lab5_data/data2/2803.jpg,null
125,1099,"missuniversechina 2013 Jin Ye makes 
","missuniversechina 2013 jin ye makes 
",missuniversechina 2013 jin ye makes,/content/drive/MyDrive/lab5_data/data2/1099.jpg,null
126,96,"Picture Frame Distressed Red Black Sentiment How Sweet It Is To Be Loved By You etsy 
","picture frame distressed red black sentiment how sweet it is to be loved by you etsy 
",picture frame distressed red black sentiment how sweet it is to be loved by you etsy,/content/drive/MyDrive/lab5_data/data2/96.jpg,null
127,749,"RT MagicLolitaxo When you wake up and realize your life in Georgia is the most boring thing ever compared to gordonwild 
","rt magiclolitaxo when you wake up and realize your life in georgia is the most boring thing ever compared to gordonwild 
",rt magiclolitaxo when you wake up and realize your life in georgia is the most boring thing ever compared to gordonwild,/content/drive/MyDrive/lab5_data/data2/749.jpg,null
128,489,"Cop Charged With Assault After Man Left Paralyzed 
","cop charged with assault after man left paralyzed 
",cop charged with assault after man left paralyzed,/content/drive/MyDrive/lab5_data/data2/489.jpg,null
129,3464,"RT Paradoxy13 It seems the partial collapse of Aleppo Citadel wall was caused by regime bombing of a rebel tunnel not vice versa http 
","rt paradoxy13 it seems the partial collapse of aleppo citadel wall was caused by regime bombing of a rebel tunnel not vice versa  
",rt paradoxy13 it seems the partial collapse of aleppo citadel wall was caused by regime bombing of a rebel tunnel not vice versa,/content/drive/MyDrive/lab5_data/data2/3464.jpg,null
130,4910,"Antique WW1 Porcelain China Field Hospital Invalid Feeding Cup Red Cross Allied httptcoOPH0Yd0H4X httptcoLqosTf5DTK
","antique ww1 porcelain china field hospital invalid feeding cup red cross allied  
",antique ww1 porcelain china field hospital invalid feeding cup red cross allied,/content/drive/MyDrive/lab5_data/data2/4910.jpg,null
131,5000," httptco6poORp0o7u
"," 
",,/content/drive/MyDrive/lab5_data/data2/5000.jpg,null
132,2717,"Why are you feeling dispirited Take the quiz 
","why are you feeling dispirited take the quiz 
",why are you feeling dispirited take the quiz,/content/drive/MyDrive/lab5_data/data2/2717.jpg,null
133,939,"rjfapelacio nanggahot Haha P euro impotent 
","rjfapelacio nanggahot haha p euro impotent 
",rjfapelacio nanggahot haha ​​p euro impotent,/content/drive/MyDrive/lab5_data/data2/939.jpg,null
134,4944,"MAROONED BY TESLA FIRES POSSIBLE HACKING DEATHS MULTIPLE DEFECTS OWNERSLAMENT httpstcohhEYzFNWh6 httptcoljwtGdNJ43
","marooned by tesla fires possible hacking deaths multiple defects ownerslament  
",marooned by tesla fires possible hacking deaths multiple defects ownerslament,/content/drive/MyDrive/lab5_data/data2/4944.jpg,null
135,4560,"RT BlackAurora My drugs  httptcomnUTa2ymlt
","rt blackaurora my drugs  
",rt blackaurora my drugs,/content/drive/MyDrive/lab5_data/data2/4560.jpg,null
136,4471,"Why do you get distressed so much Take the quiz httptcocsgAT6GyIZ httptcowubmj6r2nZ
","why do you get distressed so much take the quiz  
",why do you get distressed so much take the quiz,/content/drive/MyDrive/lab5_data/data2/4471.jpg,null
137,313,"Another DaveMoran89 penalty flies past a helpless goalie after bouncing twice 3 out of 3 for him now letissier 
","another davemoran89 penalty flies past a helpless goalie after bouncing twice 3 out of 3 for him now letissier 
",another davemoran89 penalty flies past a helpless goalie after bouncing twice 3 out of 3 for him now letissier,/content/drive/MyDrive/lab5_data/data2/313.jpg,null
138,3002,"RT AmberMontana Californias gloomy weather got me like httpstcoDDaxSDGyUb 
","rt ambermontana californias gloomy weather got me like  
",rt ambermontana californias gloomy weather got me like,/content/drive/MyDrive/lab5_data/data2/3002.jpg,null
139,204,"with a slight bit of fear 
","with a slight bit of fear 
",with a slight bit of fear,/content/drive/MyDrive/lab5_data/data2/204.jpg,null
140,4082,"httptco5fsXX9xTeV httptco
"," 
",,/content/drive/MyDrive/lab5_data/data2/4082.jpg,null
141,960,"RT FriendsElderly Loneliness is as big a risk to health as smoking Help end loneliness Text BE A FRIEND to 70300 to donate 3 
","rt friendselderly loneliness is as big a risk to health as smoking help end loneliness text be a friend to 70300 to donate 3 
",rt friendselderly loneliness is as big a risk to health as smoking help end loneliness text be a friend to 70300 to donate 3,/content/drive/MyDrive/lab5_data/data2/960.jpg,null
142,740,"zaynmalik Wicked day yesterday  xx delete 
","zaynmalik wicked day yesterday  xx delete 
",zaynmalik wicked day yesterday  xx delete,/content/drive/MyDrive/lab5_data/data2/740.jpg,null
143,31,"ipacaofficial NTChoir great valentines treat singing all day with fellow enthusiastic teachers  
","ipacaofficial ntchoir great valentines treat singing all day with fellow enthusiastic teachers  
",ipacaofficial ntchoir great valentines treat singing all day with fellow enthusiastic teachers,/content/drive/MyDrive/lab5_data/data2/31.jpg,null
144,3324,"The State of the Comic Book Medium a recent podcast from mitcmsw comics 
","the state of the comic book medium a recent podcast from mitcmsw comics 
",the state of the comic book medium a recent podcast from mitcmsw comics,/content/drive/MyDrive/lab5_data/data2/3324.jpg,null
145,264,"RT boredpanda Gloomy Watercolor Cats Slowly Bleeding Into The Paper 12 pics watercolorpainting cats 
","rt boredpanda gloomy watercolor cats slowly bleeding into the paper 12 pics watercolorpainting cats 
",rt bored panda gloomy watercolor cats slowly bleeding into the paper 12 picks watercolor painting cats,/content/drive/MyDrive/lab5_data/data2/264.jpg,null
146,1922,"RT DanielleDonnely hardly see me was TOO DARK at the Red Carpet BFI Film vest wild  professional photo coming soon what got taken  h 
","rt danielledonnely hardly see me was too dark at the red carpet bfi film vest wild  professional photo coming soon what got taken  h 
",rt danielledonnely hardly see me was too dark at the red carpet bfi film vest wild  professional photo coming soon what got taken  h,/content/drive/MyDrive/lab5_data/data2/1922.jpg,null
147,3424,"Trailers For Robert Kirkmans Possession Series Outcast SDCC 
","trailers for robert kirkmans possession series outcast sdcc 
",trailers for robert kirkmans possession series outcast sdcc,/content/drive/MyDrive/lab5_data/data2/3424.jpg,null
148,1192,"by youngwildanfree160 On vit mieux lorsque lon attend rien de personne coup de blues mal moral a zero I 
","by youngwildanfree160 on vit mieux lorsque lon attend rien de personne coup de blues mal moral a zero i 
",by youngwildanfree160 we live better when we expect nothing from anyone bad moral blues a zero i,/content/drive/MyDrive/lab5_data/data2/1192.jpg,null
149,4603,"RT tobetobi httptcoTileyCS31W
","rt tobetobi 
",rt tobetobi,/content/drive/MyDrive/lab5_data/data2/4603.jpg,null
150,570,"Sissy made me oreofilled pancakes Fattening but who could say no to these sinful indulgence Ehe 
","sissy made me oreofilled pancakes fattening but who could say no to these sinful indulgence ehe 
",sissy made me oreofilled pancakes fattening but who could say no to these sinful indulgence ehe,/content/drive/MyDrive/lab5_data/data2/570.jpg,null
151,2668,"RT VoiceBosnia A Spanish UN soldier in a destroyed street of Mostar Bosnia 1994  SEE MORE AT History http 
","rt voicebosnia a spanish un soldier in a destroyed street of mostar bosnia 1994  see more at history  
",rt voicebosnia a spanish un soldier in a destroyed street of mostar bosnia 1994  see more at history,/content/drive/MyDrive/lab5_data/data2/2668.jpg,null
152,1645,"LiveFromCzm by Photo by karenzetina Lista para el baile sobrina carnaval happy enjoy goodtime cozumel In 
","livefromczm by photo by karenzetina lista para el baile sobrina carnaval happy enjoy goodtime cozumel in 
",livefromczm by photo by karenzetina ready for the dance niece carnival happy enjoy goodtime cozumel in,/content/drive/MyDrive/lab5_data/data2/1645.jpg,null
153,3271,"art by Cody Rocko http 
","art by cody rocko  
",art by cody rocko,/content/drive/MyDrive/lab5_data/data2/3271.jpg,null
154,89,"Ecstatic to be holding the first print copy of Wind In Your Sails biz author 
","ecstatic to be holding the first print copy of wind in your sails biz author 
",ecstatic to be holding the first print copy of wind in your sails biz author,/content/drive/MyDrive/lab5_data/data2/89.jpg,null
155,3975,"Auth Chanel light Beige Caviar Leather Zippy Long Wallet  Picts in the Descrp  Full re 
","auth chanel light beige caviar leather zippy long wallet  picts in the descrp  full re 
",auth chanel light beige caviar leather zippy long wallet  picts in the descrp  full re,/content/drive/MyDrive/lab5_data/data2/3975.jpg,null
156,3397,"RT Xbox RT for a chance to win a GearsofWar XboxOne XboxSweepstakes SDCC Rules 
","rt xbox rt for a chance to win a gearsofwar xboxone xboxsweepstakes sdcc rules 
",rt xbox rt for a chance to win a gears of war xbox one xbox sweepstakes sdcc rules,/content/drive/MyDrive/lab5_data/data2/3397.jpg,null
157,3638,"5783 SKII Color Clear Beauty Eye Shadow EYESHADOW 11 Sparkling NIB Japan 
","5783 skii color clear beauty eye shadow eyeshadow 11 sparkling nib japan 
",5783 skii color clear beauty eye shadow eyeshadow 11 sparkling nib japan,/content/drive/MyDrive/lab5_data/data2/3638.jpg,null
158,1228,"PlowinDonny Am I now Maribelle was taken aback not exactly certain what he meant by how tooting she was 
","plowindonny am i now maribelle was taken aback not exactly certain what he meant by how tooting she was 
",plowindonny am i now maribelle was taken aback not exactly certain what he meant by how tooting she was,/content/drive/MyDrive/lab5_data/data2/1228.jpg,null
159,2744,"RT AllanGaleano Hey TimGettys check this out Dream come true haha 
","rt allangaleano hey timgettys check this out dream come true haha 
",rt allangaleano hey timgettys check this out dream come true haha,/content/drive/MyDrive/lab5_data/data2/2744.jpg,null
160,4545,"RT LouiseArnold5 SDDC if the bin men only empty half your bindoes that mean I only have to pay half my council tax DarrenArnold76 htt
","rt louisearnold5 sddc if the bin men only empty half your bindoes that mean i only have to pay half my council tax darrenarnold76 htt
",rt louisearnold5 sddc if the bin men only empty half your bindoes that mean i only have to pay half my council tax darrenarnold76 htt,/content/drive/MyDrive/lab5_data/data2/4545.jpg,null
161,730,"RT oldpicsarchive WW1 submarine with a hull number of U118 was found washed ashore on the beach at Hastings Sussex England 1919 http 
","rt oldpicsarchive ww1 submarine with a hull number of u118 was found washed ashore on the beach at hastings sussex england 1919  
",rt oldpicsarchive ww1 submarine with a hull number of u118 was found washed ashore on the beach at hastings sussex england 1919,/content/drive/MyDrive/lab5_data/data2/730.jpg,null
162,2958,"Hummus tahina sweetgreen  Foggy Bottom Washington DC 
","hummus tahina sweetgreen  foggy bottom washington dc 
",hummus tahina sweetgreen  foggy bottom washington dc,/content/drive/MyDrive/lab5_data/data2/2958.jpg,null
163,1717,"earrings Silver Round Medium Cubic I really love these hoops Havent taken them off  
","earrings silver round medium cubic i really love these hoops havent taken them off  
",earrings silver round medium cubic i really love these hoops havent taken them off,/content/drive/MyDrive/lab5_data/data2/1717.jpg,null
164,1324,"Thank you WedFlowersMag for featuring Sally designs in your MarchApril issue delighted  
","thank you wedflowersmag for featuring sally designs in your marchapril issue delighted  
",thank you wedflowersmag for featuring sally designs in your marchapril issue delighted,/content/drive/MyDrive/lab5_data/data2/1324.jpg,null
165,4312,"RT LanzaroteWorks Delighted to present grasshouseuk at WaitingRoomN16 for a three night residency httpstcotMjWHhiTP2 httptco
","rt lanzaroteworks delighted to present grasshouseuk at waitingroomn16 for a three night residency  
",rt lanzaroteworks delighted to present grasshouseuk at waitingroomn16 for a three night residency,/content/drive/MyDrive/lab5_data/data2/4312.jpg,null
166,3374,"RT nnguerrero Muy buena la historia de estos gemelos mezclados al nacer The MixedUp Brothers of Bogot 
","rt nnguerrero muy buena la historia de estos gemelos mezclados al nacer the mixedup brothers of bogot 
",rt nnguerrero very good the story of these twins mixed at birth the mixedup brothers of bogot,/content/drive/MyDrive/lab5_data/data2/3374.jpg,null
167,4430,"Zenith bank Chairman UBA disgraced CBN Governor might be in trouble for bringing Tony httptcoH55NonXhf5 httptcoHF8bi0Zs07
","zenith bank chairman uba disgraced cbn governor might be in trouble for bringing tony  
",zenith bank chairman uba disgraced cbn governor might be in trouble for bringing tony,/content/drive/MyDrive/lab5_data/data2/4430.jpg,null
168,3945,"RT SupremeTay SHE REAL LIFE WRECKED THIS HO 
","rt supremetay she real life wrecked this ho 
",rt supremetay she real life wrecked this ho,/content/drive/MyDrive/lab5_data/data2/3945.jpg,null
169,290,"happy valentines day to me from me  
","happy valentines day to me from me  
",happy valentines day to me from me,/content/drive/MyDrive/lab5_data/data2/290.jpg,null
170,4061,"BLF are kind of terrorists who cry loud after been beaten up by someone stronger thn em AwaranBLFTerrorCampBusted httptcoXUZ0ZKBpjB
","blf are kind of terrorists who cry loud after been beaten up by someone stronger thn em awaranblfterrorcampbusted 
",blf are kind of terrorists who cry loud after been beaten up by someone stronger thn em awaranblfterrorcampbusted,/content/drive/MyDrive/lab5_data/data2/4061.jpg,null
171,1168,"This MasterCard was one of my favs then CapitalOne bought it Worthless Just you and me now AmericanExpress 
","this mastercard was one of my favs then capitalone bought it worthless just you and me now americanexpress 
",this mastercard was one of my favs then capitalone bought it worthless just you and me now americanexpress,/content/drive/MyDrive/lab5_data/data2/1168.jpg,null
172,1667,"Before the GRAMMYs check out ImYoungChizz new debut EP Provoked now available on iTunes httpstcoTIJaE6SSiE 
","before the grammys check out imyoungchizz new debut ep provoked now available on itunes  
",before the grammys check out imyoungchizz new debut ep provoked now available on itunes,/content/drive/MyDrive/lab5_data/data2/1667.jpg,null
173,3139,"belalandry clarification for the culturally inept 
","belalandry clarification for the culturally inept 
",belalandry clarification for the culturally inept,/content/drive/MyDrive/lab5_data/data2/3139.jpg,null
174,964,"Is the suspense killing you Cause Im pretty fucking pumped overjoyed 
","is the suspense killing you cause im pretty fucking pumped overjoyed 
",is the suspense killing you cause im pretty fucking pumped overjoyed,/content/drive/MyDrive/lab5_data/data2/964.jpg,null
175,3495,"ǥTT Υд򥢥åף auditt from instagram by rattytt 
","ǥtt υд򥢥åף auditt from instagram by rattytt 
",ǥtt υд򥢥åף auditt from instagram by rattytt,/content/drive/MyDrive/lab5_data/data2/3495.jpg,null
176,932,"abused degraded humiliated humiliation sm hot slave sub  
","abused degraded humiliated humiliation sm hot slave sub  
",abused degraded humiliated humiliation sm hot slave sub,/content/drive/MyDrive/lab5_data/data2/932.jpg,null
177,4483,"httptcohmiVCMftC8 httptcoF6
"," 
",,/content/drive/MyDrive/lab5_data/data2/4483.jpg,null
178,3227,"The Cliffs of Moher in Ireland are what the sentiment of lacking words is meant for 
","the cliffs of moher in ireland are what the sentiment of lacking words is meant for 
",the cliffs of moher in ireland are what the sentiment of lacking words is meant for,/content/drive/MyDrive/lab5_data/data2/3227.jpg,null
179,5108,"WTF Airline Passengers that DESERVE to be Shamed httptcomPKRMVWDKv httptcoya2mXfgqTA
","wtf airline passengers that deserve to be shamed  
",wtf airline passengers that deserve to be shamed,/content/drive/MyDrive/lab5_data/data2/5108.jpg,null
180,1931,"pornstars vintage retro pussy licking brunette blowjob wicked xxxcom 
","pornstars vintage retro pussy licking brunette blowjob wicked xxxcom 
",pornstars vintage retro pussy licking brunette blowjob wicked xxxcom,/content/drive/MyDrive/lab5_data/data2/1931.jpg,null
181,5040,"Passionate when dancing and now singing God bless you Jongin httptcobd9jW90kgU
","passionate when dancing and now singing god bless you jongin 
",passionate when dancing and now singing god bless you jongin,/content/drive/MyDrive/lab5_data/data2/5040.jpg,null
182,3174,"RT kikocosmeticsUK Make your eyes pop with Miami Click Slick Eyeliner A perfect intense sweep of colour in just a click 
","rt kikocosmeticsuk make your eyes pop with miami click slick eyeliner a perfect intense sweep of colour in just a click 
",rt kikocosmetics make your eyes pop with miami click slick eyeliner a perfect intense sweep of colour in just a click,/content/drive/MyDrive/lab5_data/data2/3174.jpg,null
183,1381,"Whaaaaa devastated  RT heatworld Andrew Garfield dropped from SpiderMan films 
","whaaaaa devastated  rt heatworld andrew garfield dropped from spiderman films 
",whaaaaa devastated  rt heatworld andrew garfield dropped from spiderman films,/content/drive/MyDrive/lab5_data/data2/1381.jpg,null
184,2800,"I remember how shes so energetic when she tell me what shes wanna buy she is so fussy girl 
","i remember how shes so energetic when she tell me what shes wanna buy she is so fussy girl 
",i remember how she is so energetic when she tell me what she's wanna buy she is so fussy girl,/content/drive/MyDrive/lab5_data/data2/2800.jpg,null
185,4911,"wasyinvalid  ܧܧ ٧ѧߧ֧ C ӧ ӧ֧է ԧѧ httptcoHCbj0djqsh
","wasyinvalid  ܧܧ ٧ѧߧ֧ c ӧ ӧ֧է ԧѧ 
",wasyinvalid ܧܧ ٧ѧ֧ c ӧ ӧ֧э ֧ѧ,/content/drive/MyDrive/lab5_data/data2/4911.jpg,null
186,1768,"Scary Abandoned Cities That Will Haunt Your Dreams 
","scary abandoned cities that will haunt your dreams 
",scary abandoned cities that will haunt your dreams,/content/drive/MyDrive/lab5_data/data2/1768.jpg,null
187,4087,"RT OTreeHill When you find yourself lost in the darkness of despair remember its only in the black of night you see the stars http
","rt otreehill when you find yourself lost in the darkness of despair remember its only in the black of night you see the stars 
",rt otreehill when you find yourself lost in the darkness of despair remember its only in the black of night you see the stars,/content/drive/MyDrive/lab5_data/data2/4087.jpg,null
188,1648,"February Winter Rainy Stormy Windy Tuesday Night Love Happy Positive Passionate Calm Joy Fun Coffee 
","february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee 
",february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee,/content/drive/MyDrive/lab5_data/data2/1648.jpg,null
189,3909,"RT TattedUpBreezy Bruhhhhh this my favorite episode of Wild N Out Chico clowned Tf out of Safaree about meek and Nicki Im dead  htt 
","rt tattedupbreezy bruhhhhh this my favorite episode of wild n out chico clowned tf out of safaree about meek and nicki im dead  htt 
",rt tattedupbreezy bruhhhhh this my favorite episode of wild n out chico clowned tf out of safaree about meek and nicki im dead  htt,/content/drive/MyDrive/lab5_data/data2/3909.jpg,null
190,4348,"RT 800273TALK Were on Pinterest Follow us for tips and advice on anxiety depression  more 800273TALK httptcoQJkvrx9fJF http
","rt 800273talk were on pinterest follow us for tips and advice on anxiety depression  more 800273talk  
",rt 800273talk were on pinterest follow us for tips and advice on anxiety depression  more 800273talk,/content/drive/MyDrive/lab5_data/data2/4348.jpg,null
191,3170,"RT FreeMediaHub 300000 Dead 1200000 injured 11000000 Displaced this is Syria 2015 visit US Canada http 
","rt freemediahub 300000 dead 1200000 injured 11000000 displaced this is syria 2015 visit us canada  
",rt freemediahub 300000 dead 1200000 injured 11000000 displaced this is syria 2015 visit us canada,/content/drive/MyDrive/lab5_data/data2/3170.jpg,null
192,3774,"theipaper Pls sign petition 1000s of Puppies tortured too for noodles StopBoknal2015 
","theipaper pls sign petition 1000s of puppies tortured too for noodles stopboknal2015 
",theipaper pls sign petition 1000s of puppies tortured too for noodles stopboknal2015,/content/drive/MyDrive/lab5_data/data2/3774.jpg,null
193,3492,"when old men pay attention to you 
","when old men pay attention to you 
",when old men pay attention to you,/content/drive/MyDrive/lab5_data/data2/3492.jpg,null
194,1994,"Cherishing Time by Vince Lusk 
","cherishing time by vince lusk 
",cherishing time by vince lusk,/content/drive/MyDrive/lab5_data/data2/1994.jpg,null
195,2971,"ANTIQUE rare FOND PETS children Cloth book 1918 Saalfield Pub Akron Ohio nice 
","antique rare fond pets children cloth book 1918 saalfield pub akron ohio nice 
",antique rare fond pets children cloth book 1918 saalfield pub akron ohio nice,/content/drive/MyDrive/lab5_data/data2/2971.jpg,null
196,5043,"RT PotterReacts When your friend is petrified but you must get a cheeky photo httptcoFhEOsjIfzX
","rt potterreacts when your friend is petrified but you must get a cheeky photo 
",rt potterreacts when your friend is petrified but you must get a cheeky photo,/content/drive/MyDrive/lab5_data/data2/5043.jpg,null
197,4552,"Such an energetic group of dedicated teachers learning together LoneStarTIA at 730 am in the summer tia15 httptcokZOlHRhS8P
","such an energetic group of dedicated teachers learning together lonestartia at 730 am in the summer tia15 
",such an energetic group of dedicated teachers learning together lonestartia at 730 am in the summer tia15,/content/drive/MyDrive/lab5_data/data2/4552.jpg,null
198,4372,"RT SkyUK Desperate Housewives Seasons 18 available now on Sky Box Sets Which stage are you at BoxSetLife httptcoDt6PmCn7lN
","rt skyuk desperate housewives seasons 18 available now on sky box sets which stage are you at boxsetlife 
",rt skyuk desperate housewives seasons 18 available now on sky box sets which stage are you at boxsetlife,/content/drive/MyDrive/lab5_data/data2/4372.jpg,null
199,1682,"Blog Post VivaBianca Scorned NudeScene ShowingAss Fetish TiedUp PosingHot Beautiful 
","blog post vivabianca scorned nudescene showingass fetish tiedup posinghot beautiful 
",blog post vivabianca scorned nudescene showingass fetish tiedup posinghot beautiful,/content/drive/MyDrive/lab5_data/data2/1682.jpg,null
200,4046,"In Argentina an Anguished Anniversary for Jewish Center Bombing Iran IranDeal httptcopo8hFu9t5I httptcoI2rLo5sP3K
","in argentina an anguished anniversary for jewish center bombing iran irandeal  
",in argentina an anguished anniversary for jewish center bombing iran irandeal,/content/drive/MyDrive/lab5_data/data2/4046.jpg,null
201,4022,"Top Shot Roads Aglow httptco4DmHJEaFC6 httptcoRSmwxjmJzs photography
","top shot roads aglow   photography
",top shot roads aglow   photography,/content/drive/MyDrive/lab5_data/data2/4022.jpg,null
202,174,"Damn jeschastain looks amazing and creepy Cant wait to watch CrimsonPeak Im absolutely exhilarated 
","damn jeschastain looks amazing and creepy cant wait to watch crimsonpeak im absolutely exhilarated 
",damn jes chastain looks amazing and creepy can't wait to watch crimson peak im absolutely exhilarated,/content/drive/MyDrive/lab5_data/data2/174.jpg,null
203,4387,"westmeathcoco Some people just dont care Our Countryside is destroyed  httptcoND0Nh4WLoW
","westmeathcoco some people just dont care our countryside is destroyed  
",westmeathcoco some people just dont care our countryside is destroyed,/content/drive/MyDrive/lab5_data/data2/4387.jpg,null
204,677,"RT LeakSnapchats RT to help get the babies trapped in her knees out safely 
","rt leaksnapchats rt to help get the babies trapped in her knees out safely 
",rt leaksnapchats rt to help get the babies trapped in her knees out safely,/content/drive/MyDrive/lab5_data/data2/677.jpg,null
205,1133,"early valentines day gifts whipped 
","early valentines day gifts whipped 
",early valentines day gifts whipped,/content/drive/MyDrive/lab5_data/data2/1133.jpg,null
206,429,"RT Journalism2ls 300 Awesome Free Tools for your own News Startup Voicester 
","rt journalism2ls 300 awesome free tools for your own news startup voicester 
",rt journalism2ls 300 awesome free tools for your own news startup voicester,/content/drive/MyDrive/lab5_data/data2/429.jpg,null
207,4040,"httptco5TOGD52wrr httptco8WcdOhFIzB
"," 
",,/content/drive/MyDrive/lab5_data/data2/4040.jpg,null
