,file_number,text_content,img,emotion,label
385,4335,"RT animemomdad Zebra Toriko httptcohQrGGRnXmS
",/content/drive/MyDrive/lab5_data/data2/4335.jpg,negative,0
386,4340,"RT kjfetishmodel httptcoSJlJHWxr
",/content/drive/MyDrive/lab5_data/data2/4340.jpg,positive,1
387,4346,"RT AnnRhefn Caterpillar Sales telling you whats really going on in the World Economy THE GREATER DEPRESSION since  httptc
",/content/drive/MyDrive/lab5_data/data2/4346.jpg,negative,0
388,4329,"RT RayHarryhausen Delighted that RayHarryhausen is on the bankofengland  note shortlist coming in  Rays centenary httptc
",/content/drive/MyDrive/lab5_data/data2/4329.jpg,positive,1
389,4331,"True confessions of a delinquent dog owner in the live free or die state httptcoXYlrwIbSm mhtnhpolice httptcoSSRFmPuB
",/content/drive/MyDrive/lab5_data/data2/4331.jpg,negative,0
390,4332,"RT kurokitsusan nicesideburns delinquent AU httptcoyuQbRyjxzR
",/content/drive/MyDrive/lab5_data/data2/4332.jpg,negative,0
391,4333,"Phil Jackson says JR Smith exhibited delinquent behavior before being traded httptcofvKSSAbQJ httptcomxjEvtSGaK
",/content/drive/MyDrive/lab5_data/data2/4333.jpg,negative,0
392,4343,"   and Hate httptcocoXkAaDGcp
",/content/drive/MyDrive/lab5_data/data2/4343.jpg,negative,0
393,4327,"Well done on getting most improved player mate You look delighted with that accoladeChenoGarciaa httptcogKBVFYBH
",/content/drive/MyDrive/lab5_data/data2/4327.jpg,positive,1
394,4323,"Wed be delighted to welcome you to our awardwinning restaurant this evening BeOurGuest httptcoceiZMD
",/content/drive/MyDrive/lab5_data/data2/4323.jpg,positive,1
395,4361,"Why are you feeling desolate Take the quiz httptcomRTacQIeJY httptcoBJVMKnFJJ
",/content/drive/MyDrive/lab5_data/data2/4361.jpg,positive,1
396,4373,"RT wwd Theres a clear answer for magazine editors desperate to grow their newsstand sales rihanna httptcoZpZEgHECA httptco
",/content/drive/MyDrive/lab5_data/data2/4373.jpg,positive,1
397,4371,"RT ddaalki desperate times calls for desperate measures  watch httpstcoGISMOpT httptcoJXpKYoaig
",/content/drive/MyDrive/lab5_data/data2/4371.jpg,negative,0
398,4389,"RT artofcolors Advanced Class theme Destroyed Beauty  by mua theflaviomiguel foto richardmonsieurs makeupbattle mac macpro httpt
",/content/drive/MyDrive/lab5_data/data2/4389.jpg,negative,0
399,4391,"httptcouXBgQKgWd http
",/content/drive/MyDrive/lab5_data/data2/4391.jpg,positive,1
400,4355,"Does A Commodities Crash Mean Global Depression MassDevaluation Or Both httptcoMRRSBxZS httptcoPFZuQOtd
",/content/drive/MyDrive/lab5_data/data2/4355.jpg,negative,0
401,4384,"Fine if Im not allowed out Ill nap But Ill look really despondent while Im doing it httptcoKxUsmsE
",/content/drive/MyDrive/lab5_data/data2/4384.jpg,negative,0
402,4367,"RT RiotHousewives How Desperate Is Mother Funders PTO President Carla  httptcoAOPRJjmkx MotherFunders httptcoouzvaEvZ
",/content/drive/MyDrive/lab5_data/data2/4367.jpg,negative,0
403,4350,"ĄߚݤȣĤΌ httptcojJffglXox httptcobUGiqIf
",/content/drive/MyDrive/lab5_data/data2/4350.jpg,negative,0
404,4368,"RT errin Ch of my thriller Desperate is at httptcoTaARhMnI  I welcome comments httptcoJBUxYKeA
",/content/drive/MyDrive/lab5_data/data2/4368.jpg,negative,0
405,4351,"RT carrienet Grief never ends The reason it hurts so much is because we loved The pai httptcohOktlEHi depression httptco
",/content/drive/MyDrive/lab5_data/data2/4351.jpg,positive,1
406,4374,"RT DStalker HarryAppreciationDay he is so supportive and desperate for equality it makes my heart hurt  httptcoYdWhijAYKp
",/content/drive/MyDrive/lab5_data/data2/4374.jpg,positive,1
407,4382,"Why are you feeling despondent Take the quiz httptcoHAZYKvJC httptcoJUSoqsPH
",/content/drive/MyDrive/lab5_data/data2/4382.jpg,positive,1
408,4358,"lol here you go pinknat we have danielDRFC LewisDRFCTock and AlfieJoeTock before they all deserted their teams httptcoMJNdHBBna
",/content/drive/MyDrive/lab5_data/data2/4358.jpg,positive,1
409,4359,"this train is completely deserted im all alone httptcokKIQvQY
",/content/drive/MyDrive/lab5_data/data2/4359.jpg,negative,0
410,4388,"Losing Weight Has Destroyed My Sex Life  Photos httptcoXfnilHQEp httptcoOpUUxTJ
",/content/drive/MyDrive/lab5_data/data2/4388.jpg,negative,0
411,4353,"RT carrienet Perseverance Recognize that to accomplish great things you will most like httptcoxyEGlVUS depression httptco
",/content/drive/MyDrive/lab5_data/data2/4353.jpg,positive,1
412,4370,"RT charlesfrith Cameron is desperate to make it illegal to talk about Israeli role in   The house of cards will fall httptcoYk
",/content/drive/MyDrive/lab5_data/data2/4370.jpg,negative,0
413,4352,"RT psychnerdsMY Asian countries have unrealistic low depression rates bcs a taboo around mental health causes people to not seek help htt
",/content/drive/MyDrive/lab5_data/data2/4352.jpg,negative,0
414,4364,"Why are you feeling desolate Take the quiz httptcoHZhvdDj httptcoLVInmATk
",/content/drive/MyDrive/lab5_data/data2/4364.jpg,negative,0
415,4386,"Justin Biebers Sex Life With Selena Gomez Gets Destroyed httptcoXcqSgkj httptcoobCOFIVyX
",/content/drive/MyDrive/lab5_data/data2/4386.jpg,negative,0
416,4390,"RT MahmoudGaza In the first day of Ramadan A family in Gaza break their fast between the rubbles of their destroyed home httptc
",/content/drive/MyDrive/lab5_data/data2/4390.jpg,negative,0
417,4383,"NYSE is looking a little despondent today httptcooxiKyJgT
",/content/drive/MyDrive/lab5_data/data2/4383.jpg,negative,0
418,4356,"httptcoitGOQaWb httptcogrNlUzDMJ
",/content/drive/MyDrive/lab5_data/data2/4356.jpg,negative,0
419,4381,"Why are you feeling despondent Take the quiz httptcocAjUjr httptcoOMTWHzyiO
",/content/drive/MyDrive/lab5_data/data2/4381.jpg,negative,0
420,4360,"Why are you feeling desolate Take the quiz httptcohcJkTdAd httptcowijJfLuia
",/content/drive/MyDrive/lab5_data/data2/4360.jpg,negative,0
421,4380,"Why are you feeling despondent Take the quiz httptcobASVsxvy httptcoTuzncFKg
",/content/drive/MyDrive/lab5_data/data2/4380.jpg,negative,0
422,4362,"Why are you feeling desolate Take the quiz httptcoRoVbGWJy httptcoNlQmvmxCN
",/content/drive/MyDrive/lab5_data/data2/4362.jpg,negative,0
423,4428,"RT xManorx Somebody disgraced a working class memorial to Joe Hill at the Salt Lake City IATSE local  hall IATSE IARadar httptc
",/content/drive/MyDrive/lab5_data/data2/4428.jpg,negative,0
424,4427,"httptcoIDllFhnWka httptcoomZmsbCsa
",/content/drive/MyDrive/lab5_data/data2/4427.jpg,negative,0
425,4403,"Completely snapped my Achilles tendon operation tomorrow morning Devastated  httptcoGNbhRDwVj
",/content/drive/MyDrive/lab5_data/data2/4403.jpg,negative,0
426,4437,"Why are you feeling dismal Take the quiz httptcoCTENMf httptcoudcoiaPXq
",/content/drive/MyDrive/lab5_data/data2/4437.jpg,positive,1
427,4422,"The Templar Succession A Novel kreckert httptconfTAAKWTV In  a disgraced college professor an books  httptcoFzsESACT
",/content/drive/MyDrive/lab5_data/data2/4422.jpg,negative,0
428,4416,"via somosfiambre   httptcoUOU
",/content/drive/MyDrive/lab5_data/data2/4416.jpg,negative,0
429,4413,"Found this discarded and weatherworn while taking a walk yesterday Thinking of making it to soundingline httptcoBzRrTbJMQ
",/content/drive/MyDrive/lab5_data/data2/4413.jpg,negative,0
430,4424,"httptcovpXAHoAmh httpt
",/content/drive/MyDrive/lab5_data/data2/4424.jpg,positive,1
431,4414,"On my bicycle ride I noticed the medium on Maclure Rd in Abbotsford on fire due to a discarded cigarette butt httptcouebqcYcK
",/content/drive/MyDrive/lab5_data/data2/4414.jpg,negative,0
432,4426,"RT THIS 
",/content/drive/MyDrive/lab5_data/data2/4426.jpg,positive,1
433,4394,"RT MarshallProj An online troll nearly destroyed a family with death threats  accusations of child rape httptcojnegVJLU httpt
",/content/drive/MyDrive/lab5_data/data2/4394.jpg,negative,0
434,4411,"Always dedicated and devoted workers artisticsurfaces miamisciencemuseum httptcoxFRdfFMoC
",/content/drive/MyDrive/lab5_data/data2/4411.jpg,positive,1
435,4407,"RT miraclechannel According to John  Jesus came so you could have life and have it more abundantly Devoted httptcoCBgInAy
",/content/drive/MyDrive/lab5_data/data2/4407.jpg,positive,1
436,4435,"RT feeonline Why is economics called the Dismal Science The reason may surprise you httptcoRWrcMNygg BlackLivesMatter httpt
",/content/drive/MyDrive/lab5_data/data2/4435.jpg,negative,0
437,4405,"RT tiffanyanngrace Hot dark and totally riveting  review of Devoted httptcosaBJxIuU KindleUnlimited bdsm EARTG httptc
",/content/drive/MyDrive/lab5_data/data2/4405.jpg,positive,1
438,4440,"Really getting peed off with the dismal summer weather here in Edinburgh Oh to be back here summercruising Monaco httptcojObxwWOM
",/content/drive/MyDrive/lab5_data/data2/4440.jpg,negative,0
439,4418,"RT bostonherald Anxiety outrage after girls encounter with discarded hypodermic needle in park Boston httpstcoSKnyXXfk httpt
",/content/drive/MyDrive/lab5_data/data2/4418.jpg,negative,0
440,4401,"RT mutludc Devastated families of Suruc terror attack victims TwitterKurds DemirtasOnurumuzdur Kobane httptcoWtjrGWusIa
",/content/drive/MyDrive/lab5_data/data2/4401.jpg,negative,0
441,4433,"RT KBSnews                         httptcolmVssmnp httpt
",/content/drive/MyDrive/lab5_data/data2/4433.jpg,negative,0
442,4423,"Disgraced speaker BronnieRort Bishop now the face of Choppers R Us httptcovQJTrMzjmT
",/content/drive/MyDrive/lab5_data/data2/4423.jpg,negative,0
443,4406,"RT TheDavidMcGuire  of the entire ESPYS broadcast was devoted to CaitlynJenner Tells you all you need to know about the program htt
",/content/drive/MyDrive/lab5_data/data2/4406.jpg,positive,1
444,4420,"RT ShaunFrankson RT to mind people that  tons of fishing gear is discarded annually  httptcoWzfTZlZwny httptcoLkqBiXL
",/content/drive/MyDrive/lab5_data/data2/4420.jpg,negative,0
445,4439,"RT wedgeox                         httptcooJxlQOdxr
",/content/drive/MyDrive/lab5_data/data2/4439.jpg,positive,1
446,4425,"Rochas Okorocha the sleeping Minister of Foreign affairs  httptcofWCbWGCi bonario
",/content/drive/MyDrive/lab5_data/data2/4425.jpg,neutral,2
447,4404,"httptcoaOBrMZSLI httptcosWsPUBafN
",/content/drive/MyDrive/lab5_data/data2/4404.jpg,positive,1
448,4436,"RT sidhuwrites Vikatan has enough space for the star Sivakarthikeyan but have overlooked the actor Vikram Dismal stuff httptcosGZb
",/content/drive/MyDrive/lab5_data/data2/4436.jpg,positive,1
449,4421,"RT Junkculture Inspired Store Revamp Features a Raised Floor Made from  Pieces of Discarded Tableware httpstcoZkPLtDV http
",/content/drive/MyDrive/lab5_data/data2/4421.jpg,negative,0
450,4408,"RT SouthernRecipe RT johnrules I love that theres a whole rack devoted to porkrinds and cracklins httptcoDUQWrWaFXa
",/content/drive/MyDrive/lab5_data/data2/4408.jpg,positive,1
451,4398,"RT TheScotsman Alyth residents point the finger at beavers after floods devastated village last week httptcoVrnUAlT httptcoJ
",/content/drive/MyDrive/lab5_data/data2/4398.jpg,negative,0
452,4396,"RT WisdomReact She was devastated  httptcoEYQvwyo
",/content/drive/MyDrive/lab5_data/data2/4396.jpg,negative,0
453,4392,"RT WorIdStarComedy TodaysKidsWillNeverKnow about this It may have destroyed our computers but man they were good times httptcoN
",/content/drive/MyDrive/lab5_data/data2/4392.jpg,positive,1
454,4399,"Groundbreaking today for Innisvale Cemetery and Crematorium Rebuilding after being devastated by fire Innisfil httptcoPxoxuqDlo
",/content/drive/MyDrive/lab5_data/data2/4399.jpg,positive,1
455,4395,"AwaranBLF
",/content/drive/MyDrive/lab5_data/data2/4395.jpg,negative,0
456,4393,"RT Tentuil David Im A th Jew Cameron Demands AntiJew Theories Be Destroyed httptconVTPYlLvrD httptcoDftaFZHBG
",/content/drive/MyDrive/lab5_data/data2/4393.jpg,negative,0
457,4438,"Why are you feeling dismal Take the quiz httptcorQOQGqtNO httptcomQzwgUYO
",/content/drive/MyDrive/lab5_data/data2/4438.jpg,positive,1
458,4409,"BEAUTY  httptcoQPZGLdS   DEVOTED CREATIONS DEVOTED TO COUTURE  SWEDISH BEAUTY SHEA YOU LOVE ME  httptcoPEvBNsoT
",/content/drive/MyDrive/lab5_data/data2/4409.jpg,positive,1
459,4412,"RT FastCoDesign Luxury housewares and cuttingedge design techniques are not mutually exclusive httptcoYrIZTlFk httptcoYWyyj
",/content/drive/MyDrive/lab5_data/data2/4412.jpg,positive,1
460,4432,"Why are you feeling dismal Take the quiz httptcoUEwYjGvMM httptcoMlUaazXT
",/content/drive/MyDrive/lab5_data/data2/4432.jpg,positive,1
461,4419,"RT KatrinaKaifFB Katrina Kaif will shoot in Poland for Fitoor  httptcoBdjrNMIxv httptcoMcodIqUaZz
",/content/drive/MyDrive/lab5_data/data2/4419.jpg,negative,0
462,4415,"Police searching for owner of puppy discarded in dumpster on Median Ct Call Crime line at  with info httptcoPeGwgNcc
",/content/drive/MyDrive/lab5_data/data2/4415.jpg,negative,0
463,4463,"httptcowSRlqhTovE httptcoYjuqlQZ
",/content/drive/MyDrive/lab5_data/data2/4463.jpg,neutral,2
464,4451,"Why do you get distressed so much Take the quiz httptcoplISMAwoL httptcoGgMxFvKq
",/content/drive/MyDrive/lab5_data/data2/4451.jpg,positive,1
465,4470," Vintage Distressed Red No Place Like Home Sign Country Wall Dcor Plaque httptcoDAvfWfWd httptcoLRVtst
",/content/drive/MyDrive/lab5_data/data2/4470.jpg,negative,0
466,4469,"Why do you get distressed so much Take the quiz httptcoblyPinff httptcooptlwr
",/content/drive/MyDrive/lab5_data/data2/4469.jpg,negative,0
467,4467,"Why do you get distressed so much Take the quiz httptcohtFkTewXs httptcouTqXYXOAK
",/content/drive/MyDrive/lab5_data/data2/4467.jpg,negative,0
468,4464,"York Wallcoverings Jewel Box Marquise  x  Damask Distressed Wallpaper httptcodDaNRzWI httptcotQowhSmQIm
",/content/drive/MyDrive/lab5_data/data2/4464.jpg,negative,0
469,4473,"Distressed Denim Bermuda Shorts httptcofWEpGTiotu httptcogFVoHPiX
",/content/drive/MyDrive/lab5_data/data2/4473.jpg,positive,1
470,4460,"Why do you get distressed so much Take the quiz httptcomBYfIRARX httptcopJhsaeWERf
",/content/drive/MyDrive/lab5_data/data2/4460.jpg,positive,1
471,4443,"DSQUARED DISTRESSED COTTON DENIM SHORTS psmus MENS httptcoyNgJpS jeans fashion httptcohwhpqDcJ
",/content/drive/MyDrive/lab5_data/data2/4443.jpg,positive,1
472,4442,"httptcoVbQEpGf httptcoVmsbSYQyt
",/content/drive/MyDrive/lab5_data/data2/4442.jpg,negative,0
473,4475,"RT CiBabs Hiiiii brendonurie Im dizzyAPMAS httptcoezxcotLMyh
",/content/drive/MyDrive/lab5_data/data2/4475.jpg,positive,1
474,4447,"cycle high on existing home sales plus good signs of more normalised activity re distressed sales share  cash buying httptcoRIhLGriUy
",/content/drive/MyDrive/lab5_data/data2/4447.jpg,positive,1
475,4457,"Why do you get distressed so much Take the quiz httptcorfXJHaVj httptcoNMtjCVoxsd
",/content/drive/MyDrive/lab5_data/data2/4457.jpg,negative,0
476,4472,"Why do you get distressed so much Take the quiz httptcoKrdFSMvH httptcoMCkuUhirX
",/content/drive/MyDrive/lab5_data/data2/4472.jpg,negative,0
477,4456,"Why do you get distressed so much Take the quiz httptcoEYHkkshtZ httptcoxcysMBDft
",/content/drive/MyDrive/lab5_data/data2/4456.jpg,negative,0
478,4465,"York Wallcoverings Jewel Box Shimmer  x  Geometric Distressed Wallpaper httptcoDKyGBjAAN httptcoXRQvqTPF
",/content/drive/MyDrive/lab5_data/data2/4465.jpg,negative,0
479,4445,"York Wallcoverings Jewel Box Insignia  x  Geometric Distressed Wallpaper httptcovfmjiCm httptcoGSbVBwLoRD
",/content/drive/MyDrive/lab5_data/data2/4445.jpg,neutral,2
480,4444,"RT rayban The new Distressed Wayfarer  love  httptcolxcVrvNrzD httptcoqUBIXuEsa
",/content/drive/MyDrive/lab5_data/data2/4444.jpg,positive,1
481,4441,"RT DaniNierenberg  in  American kids rely on food stamps We must do something about this httptcothDBAVkYI aimeepicchi httpt
",/content/drive/MyDrive/lab5_data/data2/4441.jpg,negative,0
482,4458,"Why do you get distressed so much Take the quiz httptcoYdnacow httptcoFAiRhapqx
",/content/drive/MyDrive/lab5_data/data2/4458.jpg,negative,0
483,4454,"RT ritasattic Dig this  httptcoVnbFTFekwC from galleryatkingst zibbet craftshout httptcowaaWGjiPc
",/content/drive/MyDrive/lab5_data/data2/4454.jpg,positive,1
484,4452,"RT OluseyiSTN Your brain must be distressed if you get this for  httptcodoUsqfMUG
",/content/drive/MyDrive/lab5_data/data2/4452.jpg,negative,0
485,4446,"mm High Definition Distressed Laminate Flooring  Maple  ONLY  httptcoTLFMgQYk httptcozSAHLKQ
",/content/drive/MyDrive/lab5_data/data2/4446.jpg,negative,0
486,4474,"Why do you get distressed so much Take the quiz httptcoxzvlASHLc httptcoaWKFRTdK
",/content/drive/MyDrive/lab5_data/data2/4474.jpg,negative,0
487,4478,"Bullied by mascot httptconEMMUNKz
",/content/drive/MyDrive/lab5_data/data2/4478.jpg,negative,0
488,4468,"NWT Miss Me Bermuda Cross Distressed Stretch Shorts Sz   httptcoFOjUUY httptcolCiPvDC
",/content/drive/MyDrive/lab5_data/data2/4468.jpg,neutral,2
489,4462,"CITIZENSOFHUMANITY Men Cotton Size W x L Distressed Blue Jeans Relaxed httptcopxfkCHQ via eBay httptcoRoNzrgqGt
",/content/drive/MyDrive/lab5_data/data2/4462.jpg,neutral,2
490,4476,"RT SkySportsNewsHQ Australia opener Chris Rogers missed training today for a checkup after dizzy spell in second Test at Lords SSNHQ 
",/content/drive/MyDrive/lab5_data/data2/4476.jpg,negative,0
491,4477,"٥TĤ httptcozhEFXReZcN
",/content/drive/MyDrive/lab5_data/data2/4477.jpg,positive,1
492,4459,"TAVERNITI SO JANIS JEANS DISTRESSED EMBROIDERED SIZE  X  CELEBRITY FAVORITE httptcovlvsuBTH httptcoooAansVK
",/content/drive/MyDrive/lab5_data/data2/4459.jpg,positive,1
493,4485," Hours in Kim Kardashians Designer World Will Make You Dizzy httptcoRxnanBHauX httptcoDGmyvRcu
",/content/drive/MyDrive/lab5_data/data2/4485.jpg,positive,1
494,4496," httptcoLWhxOrkfe
",/content/drive/MyDrive/lab5_data/data2/4496.jpg,positive,1
495,4509,"We are ecstatic to be supporting the RVABreastfeeds campaign with social media strategy rvabreastfeeds httptcoVqoCywl
",/content/drive/MyDrive/lab5_data/data2/4509.jpg,positive,1
496,4479,"ߤʥåȤƤ httptcofBQidpW
",/content/drive/MyDrive/lab5_data/data2/4479.jpg,positive,1
497,4502,"RT middleschool Middle school conversations httptcoQmdyYhPXh
",/content/drive/MyDrive/lab5_data/data2/4502.jpg,neutral,2
498,4481,"Man Dupes London Returnee Of Nm After Claiming He Has Link To David MarkPhoto httptcoNKLzjIcys httptcowgGurqqvkX
",/content/drive/MyDrive/lab5_data/data2/4481.jpg,positive,1
499,4493,"RT TheSpec Doting brother budding trendsetter Prince George celebrates nd birthday royalshttpbufflyMoZJ httptcokGeoLwXwof
",/content/drive/MyDrive/lab5_data/data2/4493.jpg,positive,1
500,4518,"RT dpradhanbjp Feel elated to be part of RathYatra of Mahaprabhu Sri Jagannath in the Nabakalebara Year in religious city Puri http
",/content/drive/MyDrive/lab5_data/data2/4518.jpg,positive,1
501,4517," See more at httptcokVzxSqF FijiNews fiji http
",/content/drive/MyDrive/lab5_data/data2/4517.jpg,negative,0
502,4501,"we are here the sun is shining wind is gusting the sea is very ebullient i love it httptcomSOIlERlU
",/content/drive/MyDrive/lab5_data/data2/4501.jpg,positive,1
503,4480,"RT alexishannen My parents wont let me get up because Im so dizzy and Im in pain httptcoFXWzPBs
",/content/drive/MyDrive/lab5_data/data2/4480.jpg,negative,0
504,4524,"RT chevroletsa WIN elevated VIP seating Watch the OK main stage from a raised platform in your car in the crowd ChevyTurnUp http
",/content/drive/MyDrive/lab5_data/data2/4524.jpg,neutral,2
505,4522,"RT FOweather Also the SPC Shark Prediction Center places the Sandhills at an elevated risk of Hammerheads tonight Sharknado http
",/content/drive/MyDrive/lab5_data/data2/4522.jpg,negative,0
506,4494,"RT bpbroome A mischievous waitress a wounded GI and a doting mother httptcojtQKmVfma Ten dark tales for a light price httpt
",/content/drive/MyDrive/lab5_data/data2/4494.jpg,negative,0
507,4498,"RT GelatinefisH ФˤȡrļФǤ httptcoEfPFOiDo
",/content/drive/MyDrive/lab5_data/data2/4498.jpg,positive,1
508,4516,"ELATED my MichelleAlexandraPhotography testshoot from RosseveltIsland is out plusmodel httpstcoNUSMzPXHYy httptcoFpIVJlLvC
",/content/drive/MyDrive/lab5_data/data2/4516.jpg,positive,1
509,4513,"RT JohnRMoffitt PlutoFlyby Learning the  planets as a child Im ecstatic to see beautiful photos of all nine within my lifetime htt
",/content/drive/MyDrive/lab5_data/data2/4513.jpg,positive,1
510,4525,"httptcoKYoXBSPrra httptcoRbUzmEeu
",/content/drive/MyDrive/lab5_data/data2/4525.jpg,negative,0
511,4499,"doting Ц httptcokERB
",/content/drive/MyDrive/lab5_data/data2/4499.jpg,positive,1
512,4482,"ORIG  MUSICRAFT RECORDS ADPOSTER DIZZY GILLESPIE PHIL BRITO  httptcoFSJRnhDt httptcomfNCeJyur
",/content/drive/MyDrive/lab5_data/data2/4482.jpg,positive,1
513,4484," httptcoWEyEhakFO httptcoYixliGtzP
",/content/drive/MyDrive/lab5_data/data2/4484.jpg,positive,1
514,4492,"RT NEWS Doting brother budding trendsetter PrinceGeorge celebrates nd birthday httptcofoFcMblw httptcotQjVttS
",/content/drive/MyDrive/lab5_data/data2/4492.jpg,positive,1
515,4495,"happytail of DizzyRescued frm under a car to finding a happilyeverafter with a doting daddy  companion Simba httptcoWcaZmsxE
",/content/drive/MyDrive/lab5_data/data2/4495.jpg,positive,1
516,4520,"Well JamieLaingUK these get a huge thumbs up  our Shirley whos  today was slightly embarrassed but elated httptcoddgODXA
",/content/drive/MyDrive/lab5_data/data2/4520.jpg,positive,1
517,4486,"RT LEFLAHKOIZUMI Dizzy SunfistΤڤչʾӤƤޤ虜虜꤬ȤդSDRLIVEǤ LEFLAH ե ǥ ԭ   httptcoFOeRxCO
",/content/drive/MyDrive/lab5_data/data2/4486.jpg,positive,1
518,4514,"RT FIFAcom STATS Ghiggia Gerrard ClintDempsey  Mader star in our latest weekly review httptcotqpwphZIyp httptcoZJZ
",/content/drive/MyDrive/lab5_data/data2/4514.jpg,negative,0
519,4506,"RT DTBallymena Little cookie was ecstatic about going home with his new owner Best of luck wee man AdoptDontShop dogstrust httptc
",/content/drive/MyDrive/lab5_data/data2/4506.jpg,positive,1
520,4503,"ebullient futurepiano ver httptcoPnUhntpaU
",/content/drive/MyDrive/lab5_data/data2/4503.jpg,positive,1
521,4491,"Doting brother budding trendsetter Prince George celebrates nd birthday animals httptcomdhDmvVbYD httptcoDalvxLT
",/content/drive/MyDrive/lab5_data/data2/4491.jpg,positive,1
522,4526,"RT GingerLewman Learning doesnt just happen Fight w a committed appetite Belly up to the table for seconds elevatEd INeLearn http
",/content/drive/MyDrive/lab5_data/data2/4526.jpg,positive,1
523,4505,"Gadzooks Its the glorious Daphne how noble is your regal demeanour I am ecstatic httptcoPtthqoTlB
",/content/drive/MyDrive/lab5_data/data2/4505.jpg,positive,1
524,4488,"д⥵⤢꤬Ȥޤ httptcofbomMMhltE
",/content/drive/MyDrive/lab5_data/data2/4488.jpg,negative,0
525,4512,"RT alisonjardine Risking the Ecstatic x oil on canvas painting httptcoifchyqHSI art 
",/content/drive/MyDrive/lab5_data/data2/4512.jpg,positive,1
526,4487,"diZZykkkk httptcoOoLSRcLi
",/content/drive/MyDrive/lab5_data/data2/4487.jpg,negative,0
527,4497,"Weirdness Doting Dad Transforms Nursery Into The Ultimate Mario Kart  Tribute httptcotQfLpdJNJa httptcodcAYhsbsBb
",/content/drive/MyDrive/lab5_data/data2/4497.jpg,positive,1
528,4519,"This is why Meek is mad The man has her sitting comfortably pon top his peen on stage with one hand N shes elated httptcoXMIeZok
",/content/drive/MyDrive/lab5_data/data2/4519.jpg,positive,1
529,4490,"RT globeandmail Doting brother budding trendsetter Prince George celebrates nd birthday httptcoZbYJWsxEcn httptcohaoOukfi
",/content/drive/MyDrive/lab5_data/data2/4490.jpg,positive,1
530,4504,"RT HiOrHeyRecords Caught HeyViolet dancing to SOS ShesKindaHot httptcohERxlJYUSx
",/content/drive/MyDrive/lab5_data/data2/4504.jpg,positive,1
531,4511,"RT JonThorners Ecstatic with our newlook van Thank you EmPrintAndSigns Let us know what you think if you see us on the road httpt
",/content/drive/MyDrive/lab5_data/data2/4511.jpg,positive,1
532,4510,"RT edensher Here are two pictures both titled Eden Looks Ecstatic While Friend Looks Vaguely Upset httptcoSilAZOqa
",/content/drive/MyDrive/lab5_data/data2/4510.jpg,positive,1
533,4521,"SEDINA BEAUTY  httptcoQLsKrCULVp  MOEN ELEVATED ELONGATED TOILET SEAT Home Care Bathroom Safety Eld  httptcoWtXRIntW
",/content/drive/MyDrive/lab5_data/data2/4521.jpg,positive,1
534,4508,"RT UCIBMXSX Few photos from Day  at the UCI BMX Worlds The crowd was already amazing and ecstatic bmxzolder zolder httptco
",/content/drive/MyDrive/lab5_data/data2/4508.jpg,positive,1
535,4523,"So apparently my liver enzymes are elevated Oh well liver injury it is httptcoVolTJibzSS
",/content/drive/MyDrive/lab5_data/data2/4523.jpg,negative,0
536,4515,"RT FIFAWWC The retirement of FIFAWWC top scorer Celia Sasic features in FIFAcoms Week in Numbers httptcocuMCxFIh httptco
",/content/drive/MyDrive/lab5_data/data2/4515.jpg,neutral,2
537,4489,"RT JodiAlbertDaily HappyBirthdayJodiAlbert To a lady whos a doting mother a loving wife the best sister and a role model to many  h
",/content/drive/MyDrive/lab5_data/data2/4489.jpg,positive,1
538,4558,"RT BlackAurora LOOOK httptcoZtGOROoX
",/content/drive/MyDrive/lab5_data/data2/4558.jpg,neutral,2
539,4565,"mryjnslt energetic mo  Hahaha san na yung toasted na pic  HAHAH httptcoIKKXGYV
",/content/drive/MyDrive/lab5_data/data2/4565.jpg,positive,1
540,4534,"RT minocentury Empty MV reaches million views on YouTube WINNER   EMPTY httptcoEKXOhaX
",/content/drive/MyDrive/lab5_data/data2/4534.jpg,positive,1
541,4544,"RT EconAmericas Why is the shaky credibility of Enrique Pea Nietos government about to suffer further httptcofuwor httpt
",/content/drive/MyDrive/lab5_data/data2/4544.jpg,negative,0
542,4529,"PompeASperme xxMISSTRIKxx druid Lacochoone FoxxyLiby pelevated mmoonhot h
",/content/drive/MyDrive/lab5_data/data2/4529.jpg,positive,1
543,4553,"RT NeawannaAL Were new to Zumba Thanks to an energetic instructor and her team of dancers we enjoyed a free exercise demo httptco
",/content/drive/MyDrive/lab5_data/data2/4553.jpg,positive,1
544,4549,"RT NWDogRescue Frank  months friendly energetic responsive to training loves to be out  about great cuddles Lancashire httpt
",/content/drive/MyDrive/lab5_data/data2/4549.jpg,positive,1
545,4569,"RT TexasTribune Video DPS officer became enraged over cigarette  SophiaBollag  tlangford httptcoqJcjssIfY SandraBland http
",/content/drive/MyDrive/lab5_data/data2/4569.jpg,negative,0
546,4567,"RT ManishMalhotra Happy birthday dearest priyankachopra have a wonderful year and always be the talented energetic super girl  httpt
",/content/drive/MyDrive/lab5_data/data2/4567.jpg,positive,1
547,4554,"RT mulvalibrary SNCBOLDcamp off to energetic start this morning Stop in and visit the MulvaLibrary  SNCSandbox httptcoMLYRsd
",/content/drive/MyDrive/lab5_data/data2/4554.jpg,positive,1
